name,extracted_address,latitude,longitude,url,cleaned_url,url_type,address,addr_cos_sim
"Ministop -  Bùi Đình Túy 247C Bùi Đình Túy, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh.","247 C Bùi Đình Tuý, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8075409,106.701661,"https://www.google.com/maps/place/Ministop/@10.8075409,106.701661,17z/data=!3m1!4b1!4m6!3m5!1s0x317528bf0dc25777:0x265855396e6251a5!8m2!3d10.8075409!4d106.701661!16s/g/11fyls00d5","https://www.google.com/maps/place/Ministop/@10.8075409,106.701661,17z/data=!3m1!4b1!4m6!3m5!1s0x317528bf0dc25777:0x265855396e6251a5!8m2!3d10.8075409!4d106.701661!16s/g/11fyls00d5",place,"247C Bùi Đình Túy, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",0.901443
"Ministop -  Đinh Bộ Lĩnh 157 Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh","157 Đ. Đinh Bộ Lĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8092953,106.7090864,"https://www.google.com/maps/place/MINISTOP/@10.8092953,106.7090864,17z/data=!3m1!4b1!4m6!3m5!1s0x31752897cc352d4b:0xe60b318d7c4da837!8m2!3d10.8092953!4d106.7090864!16s/g/11c60063kk","https://www.google.com/maps/place/MINISTOP/@10.8092953,106.7090864,17z/data=!3m1!4b1!4m6!3m5!1s0x31752897cc352d4b:0xe60b318d7c4da837!8m2!3d10.8092953!4d106.7090864!16s/g/11c60063kk",place,"157 Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh",0.89689463
"Ministop -  Bình Thới 120 Bình Thới, Phường 14, Quận 11","120 Đ. Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7675984,106.6496975,"https://www.google.com/maps/place/MINISTOP/@10.7675984,106.6496975,17z/data=!3m1!4b1!4m6!3m5!1s0x31752e95aa6ffffd:0x726dda7e0fb9ee13!8m2!3d10.7675984!4d106.6496975!16s/g/11c6lbp7p_","https://www.google.com/maps/place/MINISTOP/@10.7675984,106.6496975,17z/data=!3m1!4b1!4m6!3m5!1s0x31752e95aa6ffffd:0x726dda7e0fb9ee13!8m2!3d10.7675984!4d106.6496975!16s/g/11c6lbp7p_",place,"120 Bình Thới, Phường 14, Quận 11",0.88528824
"Ministop -  Hoàng Hoa Thám 2 18 Hoàng Hoa Thám, Phường 12, Quận Tân Bình","18 Hoàng Hoa Thám, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",10.7972824,106.6471526,"https://www.google.com/maps/place/Ministop%2B-%2BHo%C3%A0ng%2BHoa%2BTh%C3%A1m/@10.7972824,106.6471526,17z/data=!3m1!4b1!4m6!3m5!1s0x3175294bfdb49e61:0x1f5b6477bf41144b!8m2!3d10.7972824!4d106.6471526!16s/g/11ggzlysn2","https://www.google.com/maps/place/Ministop%2B-%2BHo%C3%A0ng%2BHoa%2BTh%C3%A1m/@10.7972824,106.6471526,17z/data=!3m1!4b1!4m6!3m5!1s0x3175294bfdb49e61:0x1f5b6477bf41144b!8m2!3d10.7972824!4d106.6471526!16s/g/11ggzlysn2",place,"18 Hoàng Hoa Thám, Phường 12, Quận Tân Bình",0.89961064
"Ministop -  Trần Quý Cáp 43 Trần Quý Cáp, Phường 12, Quận Bình Thạnh","43 Đ. Trần Quý Cáp, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8155772,106.6953528,"https://www.google.com/maps/place/Ministop/@10.8155772,106.6953528,17z/data=!3m1!4b1!4m6!3m5!1s0x317528ebeb79e5b3:0x6db724724cf5df80!8m2!3d10.8155772!4d106.6953528!16s/g/11g027y9_z","https://www.google.com/maps/place/Ministop/@10.8155772,106.6953528,17z/data=!3m1!4b1!4m6!3m5!1s0x317528ebeb79e5b3:0x6db724724cf5df80!8m2!3d10.8155772!4d106.6953528!16s/g/11g027y9_z",place,"43 Trần Quý Cáp, Phường 12, Quận Bình Thạnh",0.864025
"Ministop -  Sư Vạn Hạnh 435 Sư Vạn Hạnh, Phường 12, Quận 10","435 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.7727332,106.6689561,"https://www.google.com/maps/place/MINISTOP/@10.7727332,106.6689561,17z/data=!3m1!4b1!4m6!3m5!1s0x31752edc38f507a9:0x37fcd8802da0542a!8m2!3d10.7727332!4d106.6689561!16s/g/11c2k_sz7b","https://www.google.com/maps/place/MINISTOP/@10.7727332,106.6689561,17z/data=!3m1!4b1!4m6!3m5!1s0x31752edc38f507a9:0x37fcd8802da0542a!8m2!3d10.7727332!4d106.6689561!16s/g/11c2k_sz7b",place,"435 Sư Vạn Hạnh, Phường 12, Quận 10",0.89484847
"Ministop -  Trần Quốc Toản 47 Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3","47 Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Vietnam",10.78809,106.688799,"https://www.google.com/maps/place/MINISTOP/@10.78809,106.688799,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f3299feb5b3:0xe084d7b4ee205d1a!8m2!3d10.78809!4d106.688799!16s/g/11cs2h8csp","https://www.google.com/maps/place/MINISTOP/@10.78809,106.688799,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f3299feb5b3:0xe084d7b4ee205d1a!8m2!3d10.78809!4d106.688799!16s/g/11cs2h8csp",place,"47 Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3",0.88602126
"Ministop -  Khu cư xá Bình Thới 60 Đường số 5, Khu cư xá Bình Thới, Phường 8, Quận 11","60 Đường Số 5 - Cư xá Bình Thới, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7617535,106.6483527,"https://www.google.com/maps/place/MINISTOP/@10.7617535,106.6483527,17z/data=!3m1!4b1!4m6!3m5!1s0x31752e924a10bc49:0x969ce52c43ac1aa!8m2!3d10.7617535!4d106.6483527!16s/g/11g0209c1y","https://www.google.com/maps/place/MINISTOP/@10.7617535,106.6483527,17z/data=!3m1!4b1!4m6!3m5!1s0x31752e924a10bc49:0x969ce52c43ac1aa!8m2!3d10.7617535!4d106.6483527!16s/g/11g0209c1y",place,"60 Đường số 5, Khu cư xá Bình Thới, Phường 8, Quận 11",0.9112058
"Ministop -  Nguyễn Du 15 Nguyễn Du, Phường 1, Quận Gò Vấp, Thành phố Hồ Chí Minh.","15 Đường Nguyễn Du, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",10.8257653,106.6858293,"https://www.google.com/maps/place/MINISTOP/@10.8257653,106.6858293,17z/data=!3m1!4b1!4m6!3m5!1s0x317528fa5a0e254f:0xc6c52c15dd7f6a69!8m2!3d10.8257653!4d106.6858293!16s/g/11c533_126","https://www.google.com/maps/place/MINISTOP/@10.8257653,106.6858293,17z/data=!3m1!4b1!4m6!3m5!1s0x317528fa5a0e254f:0xc6c52c15dd7f6a69!8m2!3d10.8257653!4d106.6858293!16s/g/11c533_126",place,"15 Nguyễn Du, Phường 1, Quận Gò Vấp, Thành phố Hồ Chí Minh.",0.9030446
"Ministop -  Xóm Chiếu 181/13 Xóm Chiếu, Phường 16, Quận 4","181/13 Xóm Chiếu, Phường 16, Quận 4, Thành phố Hồ Chí Minh, Vietnam",10.755345,106.709634,"https://www.google.com/maps/place/MINISTOP%2B-%2BX%C3%B3m%2BChi%E1%BA%BFu/@10.755345,106.709634,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f4a56d68ae7:0xd3851d5f9536972c!8m2!3d10.755345!4d106.709634!16s/g/11y21kkkpt","https://www.google.com/maps/place/MINISTOP%2B-%2BX%C3%B3m%2BChi%E1%BA%BFu/@10.755345,106.709634,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f4a56d68ae7:0xd3851d5f9536972c!8m2!3d10.755345!4d106.709634!16s/g/11y21kkkpt",place,"181/13 Xóm Chiếu, Phường 16, Quận 4",0.8724976
"Ministop -  Lê Quang Định 484 Lê Quang Định, Phường 11, Quận Bình Thạnh","484 Lê Quang Định, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8142932,106.6897471,"https://www.google.com/maps/place/MINISTOP/@10.8142932,106.6897471,17z/data=!3m1!4b1!4m6!3m5!1s0x317528e85f757187:0xb16fd146e3121940!8m2!3d10.8142932!4d106.6897471!16s/g/11cs16zn7w","https://www.google.com/maps/place/MINISTOP/@10.8142932,106.6897471,17z/data=!3m1!4b1!4m6!3m5!1s0x317528e85f757187:0xb16fd146e3121940!8m2!3d10.8142932!4d106.6897471!16s/g/11cs16zn7w",place,"484 Lê Quang Định, Phường 11, Quận Bình Thạnh",0.90356874
