,url
144,"https://www.google.com/maps/place/MINISTOP/@10.7727332,106.6329072,14z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgU8awIFbhuqFuIEjhuqFuaCA!3m6!1s0x31752edc38f507a9:0x37fcd8802da0542a!8m2!3d10.7727332!4d106.6689561!15sCh1NaW5pc3RvcCAtICBTxrAgVuG6oW4gSOG6oW5oICIDiAEBWhsiGW1pbmlzdG9wIHPGsCB24bqhbiBo4bqhbmiSARFjb252ZW5pZW5jZV9zdG9yZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycG9iRTR4T1hGUk1FcHRVV3hTVDFWWVFrbGxWa1kxWlZaWmQxRXdSUkFC4AEA-gEECAAQPA!16s%2Fg%2F11c2k_sz7b?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
145,"https://www.google.com/maps/place/MINISTOP/@10.7880953,106.6862241,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f3299feb5b3:0xe084d7b4ee205d1a!8m2!3d10.78809!4d106.688799!16s%2Fg%2F11cs2h8csp?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
146,"https://www.google.com/maps/place/MINISTOP/@10.7617588,106.6457778,17z/data=!3m1!4b1!4m6!3m5!1s0x31752e924a10bc49:0x969ce52c43ac1aa!8m2!3d10.7617535!4d106.6483527!16s%2Fg%2F11g0209c1y?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
147,"https://www.google.com/maps/place/MINISTOP/@10.8257706,106.6832544,17z/data=!3m1!4b1!4m6!3m5!1s0x317528fa5a0e254f:0xc6c52c15dd7f6a69!8m2!3d10.8257653!4d106.6858293!16s%2Fg%2F11c533_126?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
148,"https://www.google.com/maps/place/MINISTOP+-+X%C3%B3m+Chi%E1%BA%BFu/@10.7553503,106.7070591,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f4a56d68ae7:0xd3851d5f9536972c!8m2!3d10.755345!4d106.709634!16s%2Fg%2F11y21kkkpt?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
149,"https://www.google.com/maps/search/Ministop+-++L%C3%AA+Quang+%C4%90%E1%BB%8Bnh+/@10.810326,106.6881509,16z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
150,"https://www.google.com/maps/place/MINISTOP+-+Tr%E1%BA%A7n+%C4%90%C3%ACnh+Xu/@10.8822528,106.8043749,14z/data=!4m6!3m5!1s0x31752f10b726059d:0x28f131b567e63f1c!8m2!3d10.762161!4d106.689194!16s%2Fg%2F11c2lk7cq_?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
151,"https://www.google.com/maps/place/HCMC+National+University+Dormitory+Zone+A/@10.8782463,106.7702416,14z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgIEtUWCDEkOG6oWkgSOG7jWMgUXXhu5FjIEdpYSAoS2h1IEEpIA!3m6!1s0x3174d8a5f4e477e9:0x29d5aeb365cee20b!8m2!3d10.8782463!4d106.8062905!15sCjFNaW5pc3RvcCAtICAgS1RYIMSQ4bqhaSBI4buNYyBRdeG7kWMgR2lhIChLaHUgQSkgIgOIAQFaLCIqbWluaXN0b3Aga3R4IMSR4bqhaSBo4buNYyBxdeG7kWMgZ2lhIGtodSBhkgERc3R1ZGVudF9kb3JtaXRvcnmaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjFhMGx4YUZKbkVBReABAPoBBAgAECM!16s%2Fg%2F1tncqcyc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
152,"https://www.google.com/maps/place/MINISTOP/@10.8822528,106.8043749,14z/data=!4m6!3m5!1s0x317528cfefc2fd41:0x85ab313e0fe688a8!8m2!3d10.7999295!4d106.688888!16s%2Fg%2F11c1tz0dlx?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
153,"https://www.google.com/maps/place/Ministop+Nam+K%E1%BB%B3+Kh%E1%BB%9Fi+Ngh%C4%A9a/@10.7723788,106.6978513,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f40ae8ab241:0xc19751f218efa750!8m2!3d10.7723735!4d106.7004262!16s%2Fg%2F11c1ncvy9q?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
154,"https://www.google.com/maps/place/Ministop/@10.8822528,106.8043749,14z/data=!4m6!3m5!1s0x317528c94e59e51b:0x8c16578afdbd48be!8m2!3d10.795789!4d106.6942671!16s%2Fg%2F11cm0x2bds?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
155,"https://www.google.com/maps/place/MINISTOP+-+%C4%90%C3%A0o+Duy+T%E1%BB%AB/@10.7606132,106.6655058,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ee4fa3d3fa7:0x3cf2e9daee10a139!8m2!3d10.7606079!4d106.6680807!16s%2Fg%2F11c55j96w0?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
156,"https://www.google.com/maps/search/Ministop+-++Nguy%E1%BB%85n+Tr%E1%BB%8Dng+Tuy%E1%BB%83n+/@10.8822528,106.8043749,14z?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
157,"https://www.google.com/maps/place/MINISTOP+-+V%C6%B0%E1%BB%9Dn+L%C3%A0i/@10.7878457,106.6309805,17z/data=!3m1!4b1!4m6!3m5!1s0x31752eabe7858d9b:0xff6810d747e66634!8m2!3d10.7878404!4d106.6335554!16s%2Fg%2F11crzwdzw6?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
158,"https://www.google.com/maps/place/MINISTOP+-+Th%C4%83ng+Long/@10.8023021,106.6578496,17z/data=!3m1!4b1!4m6!3m5!1s0x3175293a75c2e4af:0xc3d10960b1db2d8f!8m2!3d10.8022968!4d106.6604245!16s%2Fg%2F11c1r7gcxt?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
159,"https://www.google.com/maps/place/Ministop+Vo+Oanh/@10.8043926,106.7134517,17z/data=!3m1!4b1!4m6!3m5!1s0x317529acfbdb1863:0xa9a8653f253d6af6!8m2!3d10.8043873!4d106.7160266!16s%2Fg%2F11t7dw7kc9?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
160,"https://www.google.com/maps/place/MINISTOP+-+Tr%E1%BA%A7n+Kh%E1%BA%AFc+Ch%C3%A2n/@10.7944532,106.6883116,17z/data=!3m1!4b1!4m6!3m5!1s0x317528cdcd673b07:0xa74bdd01cc537b69!8m2!3d10.7944479!4d106.6908865!16s%2Fg%2F11c187w8sh?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
161,"https://www.google.com/maps/place/MINISTOP/@10.7912591,106.6592374,17z/data=!3m1!4b1!4m6!3m5!1s0x31752932d4caaa59:0x25aea94eb7fc902f!8m2!3d10.7912538!4d106.6618123!16s%2Fg%2F11c135dmy_?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
162,"https://www.google.com/maps/place/MINISTOP+-+Nguy%E1%BB%85n+Bi%E1%BB%83u/@10.7572484,106.6805535,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f8ecdbd49f9:0x63fb6ab00ed6c2a1!8m2!3d10.7572431!4d106.6831284!16s%2Fg%2F11sjp81cf0?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
163,"https://www.google.com/maps/place/MINISTOP+-+Truong+Cong+Dinh/@10.7964797,106.6383426,17z/data=!3m1!4b1!4m6!3m5!1s0x3175294d8aaa746f:0xf19309f6fbe8ecf1!8m2!3d10.7964744!4d106.6409175!16s%2Fg%2F11c1r6w2x8?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
164,"https://www.google.com/maps/place/Ministop+B22+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/@10.815367,106.6663656,16z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgQuG6oWNoIMSQ4bqxbmcgMg!3m6!1s0x31752918f9dc4129:0x541a8fb2d2ee720c!8m2!3d10.8150325!4d106.6680035!15sChxNaW5pc3RvcCAtICBC4bqhY2ggxJDhurFuZyAyIgOIAQGSARFjb252ZW5pZW5jZV9zdG9yZeABAA!16s%2Fg%2F11cls_wfvc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
165,"https://www.google.com/maps/place/Ministop+Ngo+Tat+To/@10.7929844,106.7085423,17z/data=!3m1!4b1!4m6!3m5!1s0x317528adf5a45f43:0xb56a1b4ac744cdb6!8m2!3d10.7929791!4d106.7111172!16s%2Fg%2F11c55tnm_f?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
166,"https://www.google.com/maps/place/Ministop+-+H%E1%BA%ADu+Giang/@10.8079012,106.6598583,17z/data=!3m1!4b1!4m6!3m5!1s0x3175293c9c881bfd:0x93b83ccb85e4f199!8m2!3d10.8078959!4d106.6624332!16s%2Fg%2F11c4wxbf93?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
167,"https://www.google.com/maps/place/MINISTOP/@10.7903744,106.7069333,17z/data=!3m1!4b1!4m6!3m5!1s0x317528b2e8bc9441:0x2c40b6357726853b!8m2!3d10.7903691!4d106.7095082!16s%2Fg%2F11g6lzff40?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
168,"https://www.google.com/maps/place/MINISTOP+HUTECH/@10.8025425,106.7120654,17z/data=!3m1!4b1!4m6!3m5!1s0x317528a450d7cb9f:0xf65d8cc95cd2683f!8m2!3d10.8025372!4d106.7146403!16s%2Fg%2F11c4nwfd12?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
169,"https://www.google.com/maps/place/MINISTOP/@10.8010492,106.5871056,12z/data=!4m10!1m2!2m1!1sMinistop+-++Ho%C3%A0ng+Hoa+Th%C3%A1m!3m6!1s0x317528c467f81b55:0xa0c0e32a7fb95e48!8m2!3d10.8047072!4d106.6918625!15sChxNaW5pc3RvcCAtICBIb8OgbmcgSG9hIFRow6FtIgOIAQGSARFjb252ZW5pZW5jZV9zdG9yZeABAA!16s%2Fg%2F11btrs3q_0?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
170,"https://www.google.com/maps/place/MINISTOP/@10.7789447,106.6714275,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ed831ca4493:0xce862cc97fa883ee!8m2!3d10.7789394!4d106.6740024!16s%2Fg%2F1pwfbcylk?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
171,"https://www.google.com/maps/place/MINISTOP+-+C%C6%B0+x%C3%A1+%C4%90%C3%B4+Th%C3%A0nh/@10.7721552,106.6784504,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f216c08e221:0xf8f5818f6e0c5d2d!8m2!3d10.7721499!4d106.6810253!16s%2Fg%2F11b6x9_srz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
172,"https://www.google.com/maps/place/MINISTOP/@10.8058554,106.6833246,17z/data=!3m1!4b1!4m6!3m5!1s0x317528db7ad95891:0xc488a7759540df44!8m2!3d10.8058501!4d106.6858995!16s%2Fg%2F11btrs8q7d?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
173,"https://www.google.com/maps/place/MINISTOP/@10.7886722,106.6951751,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f3530228871:0x9ed43bba8815786!8m2!3d10.7886669!4d106.69775!16s%2Fg%2F11c5ssqzxz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
174,"https://www.google.com/maps/place/Ministop+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/@10.815367,106.6663656,16z/data=!4m10!1m2!2m1!1zTUlOSVNUT1AgLSAgQuG6oWNoIMSQ4bqxbmc!3m6!1s0x3175291e371024f3:0x69a71bf965aa85ca!8m2!3d10.8156808!4d106.6750274!15sChpNSU5JU1RPUCAtICBC4bqhY2ggxJDhurFuZyIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmXgAQA!16s%2Fg%2F11crztn8nw?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
175,"https://www.google.com/maps/place/Ministop/@10.7930084,106.6395866,17z/data=!3m1!4b1!4m6!3m5!1s0x3175294d4edea821:0xca237e6c06bb6378!8m2!3d10.7930031!4d106.6421615!16s%2Fg%2F11b67njyft?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
176,"https://www.google.com/maps/place/Ministop/@10.7715321,106.6680244,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ede7e57aebd:0x7db7b8720bd9fc5f!8m2!3d10.7715268!4d106.6705993!16s%2Fg%2F11c56btzlz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
177,"https://www.google.com/maps/place/Ministop+-+Lam+S%C6%A1n/@10.8099839,106.6641478,17z/data=!3m1!4b1!4m6!3m5!1s0x31752922fa50e7c1:0x8eaf0ee7bf9ff645!8m2!3d10.8099786!4d106.6667227!16s%2Fg%2F11xh733fq?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
