address,latitude,longitude,url
Ministop -  Bùi Văn Ba ,10.7505819,106.7325252,"https://www.google.com/maps/place/Ministop+B%C3%B9i+V%C4%83n+Ba/@10.7505819,106.7325252,17z/data=!3m1!4b1!4m6!3m5!1s0x317525005c8c9b25:0x4b0db4747142f9e!8m2!3d10.7505766!4d106.7351001!16s%2Fg%2F11vyj5ms1v?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Cityland Park Hills 2 ,10.8368383,106.6649755,"https://www.google.com/maps/place/Ministop/@10.8368383,106.6649755,17z/data=!3m1!4b1!4m6!3m5!1s0x3175292161caf477:0x479077db8b93dede!8m2!3d10.836833!4d106.6675504!16s%2Fg%2F11ftwg106f?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Khu dân cư Vĩnh Lộc ,10.8824519,106.7425725,"https://www.google.com/maps/search/Ministop+-++Khu+d%C3%A2n+c%C6%B0+V%C4%A9nh+L%E1%BB%99c+/@10.8824519,106.7425725,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Lạc Long Quân 3 ,10.780397,106.6386922,"https://www.google.com/maps/search/Ministop+-++La%CC%A3c+Long+Qu%C3%A2n+3+/@10.780397,106.6386922,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Đất Mới ,10.7726162,106.6065031,"https://www.google.com/maps/place/MINISTOP+-+S227+-+%C4%90%E1%BA%A5t+M%E1%BB%9Bi/@10.7726162,106.6065031,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d003fbf1593:0x28173fc666ce9a84!8m2!3d10.7726109!4d106.609078!16s%2Fg%2F11ld86x5_s?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Phạm Văn Bạch ,10.8358562,106.6417647,"https://www.google.com/maps/place/Ministop+Ph%E1%BA%A1m+V%C4%83n+B%E1%BA%A1ch/@10.8358562,106.6417647,17z/data=!3m1!4b1!4m6!3m5!1s0x317529ee3567db43:0x9ff2b44d0824817!8m2!3d10.8358509!4d106.6443396!16s%2Fg%2F11vkrk5n3r?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Cao ốc Re ,10.8824519,106.7425725,"https://www.google.com/maps/search/Ministop+-++Cao+%E1%BB%91c+Re+/@10.8824519,106.7425725,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Phan Văn Đạt ,10.7752188,106.7025143,"https://www.google.com/maps/place/Mini+Stop/@10.7752188,106.7025143,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fc70da97fa1:0xd2289a13ec3f93eb!8m2!3d10.7752135!4d106.7050892!16s%2Fg%2F11vdjhvrqr?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Lý Tự Trọng 3 ,10.7739983,106.6941487,"https://www.google.com/maps/place/Ministop+-+L%C3%BD+T%E1%BB%B1+Tr%E1%BB%8Dng+3/@10.7739983,106.6941487,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f8dbc2e05d7:0x600a77e7b74b25b7!8m2!3d10.773993!4d106.6967236!16s%2Fg%2F11y1htdjpk?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Tân Quý 2 ,10.7974518,106.6134251,"https://www.google.com/maps/search/Ministop+-++T%C3%A2n+Qu%C3%BD+2+/@10.7974518,106.6134251,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
